,T1_CPU,T1_Time,T2_CPU,T2_Time
0,160,1.8248789310455322,333,1.8348770141601562
1,104,1.8276689052581787,71,1.8186931610107422
2,306,1.834015130996704,366,1.842378854751587
3,38,1.8135004043579102,270,1.8334574699401855
4,658,1.841245412826538,660,1.8511083126068115
5,543,1.8449151515960693,217,1.8331201076507568
6,299,1.8349335193634033,17,1.822843313217163
7,344,1.834296464920044,261,1.834296464920044
8,541,1.8473727703094482,361,1.8376359939575195
9,290,1.8413360118865967,275,1.833709955215454
10,120,1.8259689807891846,260,1.8389384746551514
11,122,1.8227903842926025,11,1.8227903842926025
12,80,1.824683666229248,300,1.836754322052002
13,154,1.8337409496307373,133,1.8259258270263672
14,10,1.8177454471588135,21,1.8254599571228027
15,150,1.8208675384521484,474,1.8408253192901611
16,130,1.8255186080932617,205,1.8334972858428955
17,70,1.8215384483337402,288,1.8378171920776367
18,77,1.8250272274017334,57,1.8210368156433105
19,184,1.8286633491516113,227,1.836616039276123
20,450,1.841517686843872,101,1.8254404067993164
21,34,1.8212876319885254,5,1.8172852993011475
22,457,1.8466076850891113,399,1.838479995727539
23,249,1.8364384174346924,115,1.8244774341583252
24,376,1.8456275463104248,363,1.8375227451324463
25,274,1.8335590362548828,15,1.8174703121185303
26,203,1.8383398056030273,165,1.8303501605987549
27,457,1.8444976806640625,369,1.8361876010894775
28,249,1.8414769172668457,247,1.8325088024139404
29,176,1.8337602615356445,135,1.8256704807281494
30,338,1.8378033638000488,418,1.845832347869873
31,216,1.8298285007476807,271,1.8408381938934326
32,304,1.8380131721496582,47,1.821955919265747
33,389,1.8452231884002686,317,1.8330414295196533
34,245,1.8334565162658691,41,1.821540117263794
35,542,1.8505702018737793,399,1.8385462760925293
36,370,1.8382933139801025,707,1.850541591644287
37,126,1.82196044921875,228,1.8320598602294922
38,96,1.8236806392669678,201,1.8318593502044678
39,157,1.83420729637146,81,1.825570821762085
40,312,1.830134391784668,428,1.8400757312774658
41,142,1.823826789855957,214,1.835723876953125
42,263,1.8301222324371338,139,1.8202548027038574
43,489,1.8457045555114746,411,1.8373689651489258
44,432,1.8364768028259277,379,1.826442003250122
45,163,1.8329293727874756,155,1.824913740158081
46,194,1.8199586868286133,203,1.8298776149749756
47,77,1.8231697082519531,21,1.8191804885864258
48,248,1.8306121826171875,137,1.8206119537353516
49,252,1.832587718963623,319,1.840872049331665
50,431,1.8400814533233643,99,1.819723129272461
51,68,1.821023941040039,68,1.825108528137207
52,58,1.819030523300171,246,1.8292820453643799
53,356,1.8364858627319336,71,1.8266119956970215
54,396,1.8281207084655762,41,1.820629358291626
55,295,1.8307690620422363,41,1.8210890293121338
56,275,1.8415987491607666,257,1.8326926231384277
57,28,1.8164615631103516,79,1.826509714126587
58,186,1.8334155082702637,51,1.8217277526855469
59,416,1.828124761581421,459,1.8380024433135986
60,222,1.8236141204833984,281,1.8332502841949463
61,316,1.841111660003662,303,1.8332531452178955
62,138,1.8233332633972168,263,1.8333852291107178
63,338,1.8335800170898438,342,1.8419880867004395
64,110,1.8270883560180664,77,1.8174033164978027
65,321,1.8310234546661377,187,1.8210244178771973
66,127,1.8280596733093262,125,1.8180146217346191
67,114,1.8263936042785645,141,1.834662675857544
68,66,1.8152120113372803,361,1.8375704288482666
69,326,1.8430578708648682,209,1.830453634262085
70,227,1.831737756729126,89,1.823758840560913
71,218,1.8335051536560059,386,1.842482566833496
72,96,1.8244121074676514,31,1.8143205642700195
73,291,1.8393988609313965,85,1.8269903659820557
74,40,1.8166701793670654,72,1.8269495964050293
75,56,1.819885492324829,122,1.8295986652374268
76,370,1.8371477127075195,69,1.8206558227539062
77,188,1.8334441184997559,107,1.8165745735168457
78,155,1.8333683013916016,63,1.8209609985351562
79,367,1.8418734073638916,249,1.834533452987671
80,412,1.8411777019500732,151,1.82546067237854
81,147,1.8257932662963867,143,1.8158607482910156
82,94,1.8190982341766357,126,1.828561544418335
83,284,1.8417487144470215,277,1.833026647567749
84,293,1.8367393016815186,141,1.824063777923584
85,732,1.8513693809509277,817,1.8597264289855957
86,96,1.8250126838684082,504,1.8418962955474854
87,68,1.8229100704193115,327,1.8329579830169678
88,308,1.8416552543640137,207,1.821965217590332
89,392,1.8327500820159912,103,1.8227503299713135
90,46,1.8228890895843506,79,1.826857566833496
91,88,1.8211145401000977,356,1.8310308456420898
92,316,1.8351478576660156,177,1.8270347118377686
93,178,1.829232931137085,318,1.8370721340179443
94,263,1.8296523094177246,161,1.8296523094177246
95,266,1.8290467262268066,307,1.8388144969940186
96,238,1.8371474742889404,145,1.8250343799591064
97,232,1.8244540691375732,310,1.8340930938720703
98,587,1.8446133136749268,183,1.8280630111694336
99,742,1.8500988483428955,748,1.8578276634216309
100,121,1.821629285812378,65,1.821629285812378
101,6,1.8165721893310547,81,1.824115514755249
102,166,1.8277461528778076,149,1.8176765441894531
103,40,1.8217270374298096,488,1.842482566833496
104,220,1.8330426216125488,485,1.844897985458374
105,473,1.8462717533111572,355,1.837982416152954
106,168,1.8302617073059082,268,1.8380067348480225
107,260,1.8332359790802002,302,1.8413138389587402
108,22,1.8209507465362549,208,1.8334858417510986
109,622,1.849599838256836,459,1.840658187866211
110,82,1.8210139274597168,90,1.828261137008667
111,226,1.8319125175476074,416,1.8404054641723633
112,250,1.8353931903839111,31,1.823456048965454
113,255,1.8420658111572266,217,1.8302223682403564
114,152,1.8287832736968994,186,1.836812973022461
115,176,1.8337116241455078,129,1.825730323791504
116,466,1.8415112495422363,477,1.8454980850219727
117,235,1.833125352859497,33,1.8216273784637451
118,80,1.8128643035888672,134,1.8230700492858887
119,388,1.8308639526367188,431,1.8407552242279053
120,12,1.8167130947113037,108,1.8296284675598145
121,260,1.830327033996582,436,1.8404192924499512
122,170,1.829408884048462,233,1.8391900062561035
123,384,1.8380250930786133,319,1.8283796310424805
124,130,1.824228286743164,162,1.832230806350708
125,484,1.8364613056182861,491,1.8463878631591797
126,90,1.8193931579589844,226,1.8294620513916016
127,150,1.8256075382232666,309,1.838737964630127
128,436,1.8397173881530762,245,1.8326711654663086
129,60,1.8196444511413574,135,1.831878423690796
130,372,1.837385892868042,556,1.8492920398712158
131,124,1.825178623199463,452,1.841350793838501
132,414,1.8422977924346924,105,1.8262171745300293
133,320,1.8393900394439697,259,1.8294553756713867
134,495,1.837261438369751,247,1.8272268772125244
135,120,1.824711561203003,469,1.8345355987548828
136,353,1.831634283065796,45,1.8216009140014648
137,78,1.8226845264434814,374,1.8330001831054688
138,16,1.8201544284820557,116,1.827887773513794
139,2,1.817453384399414,59,1.8219072818756104
140,132,1.8250923156738281,219,1.8373944759368896
141,365,1.8336117267608643,309,1.8336117267608643
142,364,1.8381602764129639,428,1.8458807468414307
143,6,1.8156354427337646,19,1.820188283920288
144,90,1.8273024559020996,159,1.8357372283935547
145,230,1.8349449634552002,348,1.8380351066589355
146,178,1.8302557468414307,197,1.8383681774139404
147,51,1.8180675506591797,29,1.8180675506591797
148,234,1.8286714553833008,270,1.8389673233032227
149,204,1.8392057418823242,141,1.8194129467010498
150,134,1.8217546939849854,398,1.8416879177093506
151,32,1.8209848403930664,82,1.8249740600585938
152,188,1.8229541778564453,209,1.8330154418945312
153,205,1.8386108875274658,151,1.8266088962554932
154,534,1.8511874675750732,433,1.8384206295013428
155,305,1.8337607383728027,13,1.8207628726959229
156,30,1.823211431503296,60,1.827512264251709
157,86,1.827131986618042,228,1.835810899734497
158,340,1.838545322418213,289,1.8285796642303467
159,50,1.8192541599273682,320,1.8381950855255127
160,50,1.8191208839416504,31,1.8191208839416504
161,189,1.8318541049957275,127,1.8233678340911865
162,36,1.820300817489624,48,1.8248682022094727
163,148,1.8320767879486084,117,1.8242177963256836
164,333,1.8372156620025635,65,1.8202838897705078
165,517,1.846860647201538,483,1.8365778923034668
166,200,1.836639165878296,197,1.8268475532531738
167,154,1.8246254920959473,401,1.8414335250854492
168,342,1.8377032279968262,442,1.8452317714691162
169,164,1.829970359802246,221,1.838167428970337
170,344,1.8419153690338135,215,1.829345941543579
171,374,1.8449206352233887,357,1.8370344638824463
172,4,1.8180930614471436,16,1.8180930614471436
173,144,1.8205068111419678,166,1.8302171230316162
174,204,1.8285086154937744,209,1.8373122215270996
175,383,1.8445191383361816,321,1.8245368003845215
176,482,1.8430068492889404,646,1.8510196208953857
177,34,1.8219871520996094,9,1.8178412914276123
178,205,1.832458257675171,73,1.82365083694458
179,223,1.838869333267212,141,1.8264667987823486
180,302,1.8282694816589355,506,1.8382742404937744
181,307,1.836381196975708,21,1.8197801113128662
182,188,1.8301141262054443,227,1.8381156921386719
183,260,1.8326287269592285,323,1.8326287269592285
184,76,1.8182153701782227,183,1.8285253047943115
185,20,1.8222825527191162,251,1.8349943161010742
186,517,1.8428130149841309,223,1.8328914642333984
187,214,1.831913948059082,303,1.8403759002685547
188,160,1.8331153392791748,127,1.8261659145355225
189,60,1.8209655284881592,379,1.8373727798461914
190,488,1.841421127319336,725,1.853407859802246
191,36,1.8214995861053467,60,1.8254761695861816
192,104,1.8200697898864746,145,1.82997465133667
193,179,1.8318471908569336,137,1.824622631072998
194,270,1.8292710781097412,481,1.839296579360962
195,447,1.8397455215454102,131,1.823319911956787
196,38,1.816587209701538,158,1.8268187046051025
197,420,1.8472821712493896,369,1.8389694690704346
198,178,1.8321406841278076,123,1.8223521709442139
199,461,1.8431715965270996,331,1.8331000804901123
200,58,1.8192710876464844,489,1.8392307758331299
201,2,1.8120536804199219,4,1.8162081241607666
202,256,1.8336951732635498,397,1.8439722061157227
203,182,1.8208317756652832,232,1.8306877613067627
204,34,1.8208653926849365,255,1.8308990001678467
205,241,1.8359630107879639,191,1.8275690078735352
206,158,1.8352668285369873,137,1.8278093338012695
207,223,1.8296282291412354,3,1.816892147064209
208,479,1.839587688446045,367,1.8296668529510498
209,58,1.8198621273040771,356,1.836616039276123
210,186,1.8226921558380127,3,1.8123385906219482
211,80,1.8274857997894287,327,1.8385670185089111
212,244,1.833421230316162,255,1.841400384902954
213,590,1.8469836711883545,445,1.8367056846618652
214,106,1.8256268501281738,190,1.8349392414093018
215,278,1.8358464241027832,608,1.8522789478302002
216,70,1.8267183303833008,340,1.8394505977630615
217,116,1.8293209075927734,65,1.821155309677124
218,624,1.845299482345581,684,1.8546011447906494
219,150,1.8237791061401367,290,1.836440086364746
220,86,1.821120262145996,103,1.821120262145996
221,8,1.8162689208984375,261,1.8262701034545898
222,500,1.8399741649627686,143,1.8200721740722656
223,22,1.8191263675689697,88,1.8294010162353516
224,224,1.8384795188903809,171,1.8302068710327148
225,182,1.8329603672027588,161,1.828749418258667
226,316,1.8291378021240234,95,1.8191845417022705
227,50,1.8134539127349854,148,1.8235867023468018
228,112,1.82539963722229,148,1.8334026336669922
229,180,1.8228366374969482,510,1.842846155166626
230,92,1.825695276260376,146,1.8335864543914795
231,323,1.8409082889556885,227,1.832493543624878
232,136,1.8195345401763916,152,1.833012342453003
233,224,1.8352916240692139,135,1.824997901916504
234,407,1.84702467918396,387,1.8392882347106934
235,43,1.824887752532959,13,1.8168134689331055
236,370,1.83744478225708,31,1.8215610980987549
237,74,1.8245964050292969,488,1.834533452987671
238,89,1.8276612758636475,63,1.8192133903503418
239,341,1.8417103290557861,287,1.833550214767456
240,349,1.838819980621338,181,1.8287856578826904
241,444,1.8289613723754883,564,1.848926067352295
242,163,1.8335740566253662,107,1.8252387046813965
243,210,1.8326351642608643,111,1.824652910232544
244,312,1.8413629531860352,227,1.834085464477539
245,477,1.8378729820251465,199,1.8279390335083008
246,300,1.835911750793457,179,1.8187716007232666
